
ligne,position,substring,pattern,valeur,chiffres,sum
7pxbhzglcb283sixnine4,20,4,4,4,7 2 8 3 6 9 4,3932
38npgninefive2two6,0,38npgninefive2two6,3,3,3,4006
38npgninefive2two6,1,8npgninefive2two6,8,8,3 8,4006
38npgninefive2two6,5,ninefive2two6,nine,9,3 8 9,4006
38npgninefive2two6,9,five2two6,five,5,3 8 9 5,4006
38npgninefive2two6,13,2two6,2,2,3 8 9 5 2,4006
38npgninefive2two6,14,two6,two,2,3 8 9 5 2 2,4006
38npgninefive2two6,17,6,6,6,3 8 9 5 2 2 6,4006
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,2,eightwo7dzfcxppxgtsixfl966qzlbpczz,eight,8,8,4042
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,9,7dzfcxppxgtsixfl966qzlbpczz,7,7,8 7,4042
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,20,sixfl966qzlbpczz,six,6,8 7 6,4042
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,25,966qzlbpczz,9,9,8 7 6 9,4042
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,26,66qzlbpczz,6,6,8 7 6 9 6,4042
jqeightwo7dzfcxppxgtsixfl966qzlbpczz,27,6qzlbpczz,6,6,8 7 6 9 6 6,4042
sevennine3bvdzkrjff,0,sevennine3bvdzkrjff,seven,7,7,4128
sevennine3bvdzkrjff,5,nine3bvdzkrjff,nine,9,7 9,4128
sevennine3bvdzkrjff,9,3bvdzkrjff,3,3,7 9 3,4128
25hninehtwothreeseven,0,25hninehtwothreeseven,2,2,2,4201
25hninehtwothreeseven,1,5hninehtwothreeseven,5,5,2 5,4201
25hninehtwothreeseven,3,ninehtwothreeseven,nine,9,2 5 9,4201
25hninehtwothreeseven,8,twothreeseven,two,2,2 5 9 2,4201
25hninehtwothreeseven,11,threeseven,three,3,2 5 9 2 3,4201
25hninehtwothreeseven,16,seven,seven,7,2 5 9 2 3 7,4201
xdrkprvdmd8fiveftwopkcbfhtxmtkjmklzpphjjtqjfvvh,10,8fiveftwopkcbfhtxmtkjmklzpphjjtqjfvvh,8,8,8,4228
xdrkprvdmd8fiveftwopkcbfhtxmtkjmklzpphjjtqjfvvh,11,fiveftwopkcbfhtxmtkjmklzpphjjtqjfvvh,five,5,8 5,4228
xdrkprvdmd8fiveftwopkcbfhtxmtkjmklzpphjjtqjfvvh,16,twopkcbfhtxmtkjmklzpphjjtqjfvvh,two,2,8 5 2,4228
2slfjzgflnhmc,0,2slfjzgflnhmc,2,2,2,4310
2bqnbkd,0,2bqnbkd,2,2,2,4332
twothreeeighteight8gnhccvzfour8,0,twothreeeighteight8gnhccvzfour8,two,2,2,4354
twothreeeighteight8gnhccvzfour8,3,threeeighteight8gnhccvzfour8,three,3,2 3,4354
twothreeeighteight8gnhccvzfour8,8,eighteight8gnhccvzfour8,eight,8,2 3 8,4354
twothreeeighteight8gnhccvzfour8,13,eight8gnhccvzfour8,eight,8,2 3 8 8,4354
twothreeeighteight8gnhccvzfour8,18,8gnhccvzfour8,8,8,2 3 8 8 8,4354
twothreeeighteight8gnhccvzfour8,26,four8,four,4,2 3 8 8 8 4,4354
twothreeeighteight8gnhccvzfour8,30,8,8,8,2 3 8 8 8 4 8,4354
3six2two3btddfjt1,0,3six2two3btddfjt1,3,3,3,4382
3six2two3btddfjt1,1,six2two3btddfjt1,six,6,3 6,4382
3six2two3btddfjt1,4,2two3btddfjt1,2,2,3 6 2,4382
3six2two3btddfjt1,5,two3btddfjt1,two,2,3 6 2 2,4382
3six2two3btddfjt1,8,3btddfjt1,3,3,3 6 2 2 3,4382
3six2two3btddfjt1,16,1,1,1,3 6 2 2 3 1,4382
eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,0,eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,eight,8,8,4413
eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,13,7hcqd1kkbjmtnlcjsixoneightvrh,7,7,8 7,4413
eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,18,1kkbjmtnlcjsixoneightvrh,1,1,8 7 1,4413
eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,29,sixoneightvrh,six,6,8 7 1 6,4413
eightbcmnpnmq7hcqd1kkbjmtnlcjsixoneightvrh,32,oneightvrh,one,1,8 7 1 6 1,4413
v99zsseven92five,1,99zsseven92five,9,9,9,4494
v99zsseven92five,2,9zsseven92five,9,9,9 9,4494
v99zsseven92five,5,seven92five,seven,7,9 9 7,4494
v99zsseven92five,10,92five,9,9,9 9 7 9,4494
v99zsseven92five,11,2five,2,2,9 9 7 9 2,4494
v99zsseven92five,12,five,five,5,9 9 7 9 2 5,4494
fourzngffive1five5threethree,0,fourzngffive1five5threethree,four,4,4,4589
fourzngffive1five5threethree,8,five1five5threethree,five,5,4 5,4589
fourzngffive1five5threethree,12,1five5threethree,1,1,4 5 1,4589
fourzngffive1five5threethree,13,five5threethree,five,5,4 5 1 5,4589
fourzngffive1five5threethree,17,5threethree,5,5,4 5 1 5 5,4589
fourzngffive1five5threethree,18,threethree,three,3,4 5 1 5 5 3,4589
fourzngffive1five5threethree,23,three,three,3,4 5 1 5 5 3 3,4589
onesix36,0,onesix36,one,1,1,4632
onesix36,3,six36,six,6,1 6,4632
onesix36,6,36,3,3,1 6 3,4632
onesix36,7,6,6,6,1 6 3 6,4632
sixtwo6qlfm6onetwogfive,0,sixtwo6qlfm6onetwogfive,six,6,6,4648
sixtwo6qlfm6onetwogfive,3,two6qlfm6onetwogfive,two,2,6 2,4648
sixtwo6qlfm6onetwogfive,6,6qlfm6onetwogfive,6,6,6 2 6,4648
sixtwo6qlfm6onetwogfive,11,6onetwogfive,6,6,6 2 6 6,4648
sixtwo6qlfm6onetwogfive,12,onetwogfive,one,1,6 2 6 6 1,4648
sixtwo6qlfm6onetwogfive,15,twogfive,two,2,6 2 6 6 1 2,4648
sixtwo6qlfm6onetwogfive,19,five,five,5,6 2 6 6 1 2 5,4648
pkzjfive4sqknbg4gqbqmdzczcqrds,4,five4sqknbg4gqbqmdzczcqrds,five,5,5,4713
pkzjfive4sqknbg4gqbqmdzczcqrds,8,4sqknbg4gqbqmdzczcqrds,4,4,5 4,4713
pkzjfive4sqknbg4gqbqmdzczcqrds,15,4gqbqmdzczcqrds,4,4,5 4 4,4713
9sdgnqdnxqpjgmfourfour8lbrskpnglp,0,9sdgnqdnxqpjgmfourfour8lbrskpnglp,9,9,9,4767
9sdgnqdnxqpjgmfourfour8lbrskpnglp,14,fourfour8lbrskpnglp,four,4,9 4,4767
9sdgnqdnxqpjgmfourfour8lbrskpnglp,18,four8lbrskpnglp,four,4,9 4 4,4767
9sdgnqdnxqpjgmfourfour8lbrskpnglp,22,8lbrskpnglp,8,8,9 4 4 8,4767
sevennpxtlltn7eightzfhkltfsixsixtwo,0,sevennpxtlltn7eightzfhkltfsixsixtwo,seven,7,7,4865
sevennpxtlltn7eightzfhkltfsixsixtwo,13,7eightzfhkltfsixsixtwo,7,7,7 7,4865
sevennpxtlltn7eightzfhkltfsixsixtwo,14,eightzfhkltfsixsixtwo,eight,8,7 7 8,4865
sevennpxtlltn7eightzfhkltfsixsixtwo,26,sixsixtwo,six,6,7 7 8 6,4865
sevennpxtlltn7eightzfhkltfsixsixtwo,29,sixtwo,six,6,7 7 8 6 6,4865
sevennpxtlltn7eightzfhkltfsixsixtwo,32,two,two,2,7 7 8 6 6 2,4865
xjhfour9,3,four9,four,4,4,4937
xjhfour9,7,9,9,9,4 9,4937
7rmtwo,0,7rmtwo,7,7,7,4986
7rmtwo,3,two,two,2,7 2,4986
nine1seven8,0,nine1seven8,nine,9,9,5058
nine1seven8,4,1seven8,1,1,9 1,5058
nine1seven8,5,seven8,seven,7,9 1 7,5058
nine1seven8,10,8,8,8,9 1 7 8,5058
oneqcnrjbqnbzfbxz4eight68,0,oneqcnrjbqnbzfbxz4eight68,one,1,1,5156
oneqcnrjbqnbzfbxz4eight68,17,4eight68,4,4,1 4,5156
oneqcnrjbqnbzfbxz4eight68,18,eight68,eight,8,1 4 8,5156
oneqcnrjbqnbzfbxz4eight68,23,68,6,6,1 4 8 6,5156
oneqcnrjbqnbzfbxz4eight68,24,8,8,8,1 4 8 6 8,5156
seven5four968five,0,seven5four968five,seven,7,7,5174
seven5four968five,5,5four968five,5,5,7 5,5174
seven5four968five,6,four968five,four,4,7 5 4,5174
seven5four968five,10,968five,9,9,7 5 4 9,5174
seven5four968five,11,68five,6,6,7 5 4 9 6,5174
seven5four968five,12,8five,8,8,7 5 4 9 6 8,5174
seven5four968five,13,five,five,5,7 5 4 9 6 8 5,5174
lhzgtxxdr7seven,9,7seven,7,7,7,5249
lhzgtxxdr7seven,10,seven,seven,7,7 7,5249
lgconeighthtrvbkp17one8jsxhbxhvqr,3,oneighthtrvbkp17one8jsxhbxhvqr,one,1,1,5326
lgconeighthtrvbkp17one8jsxhbxhvqr,17,17one8jsxhbxhvqr,1,1,1 1,5326
lgconeighthtrvbkp17one8jsxhbxhvqr,18,7one8jsxhbxhvqr,7,7,1 1 7,5326
lgconeighthtrvbkp17one8jsxhbxhvqr,19,one8jsxhbxhvqr,one,1,1 1 7 1,5326
lgconeighthtrvbkp17one8jsxhbxhvqr,22,8jsxhbxhvqr,8,8,1 1 7 1 8,5326
41three,0,41three,4,4,4,5344
41three,1,1three,1,1,4 1,5344
41three,2,three,three,3,4 1 3,5344
seventstcfbjbmsixtwothreefourtwojsbrdlml2,0,seventstcfbjbmsixtwothreefourtwojsbrdlml2,seven,7,7,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,14,sixtwothreefourtwojsbrdlml2,six,6,7 6,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,17,twothreefourtwojsbrdlml2,two,2,7 6 2,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,20,threefourtwojsbrdlml2,three,3,7 6 2 3,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,25,fourtwojsbrdlml2,four,4,7 6 2 3 4,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,29,twojsbrdlml2,two,2,7 6 2 3 4 2,5387
seventstcfbjbmsixtwothreefourtwojsbrdlml2,40,2,2,2,7 6 2 3 4 2 2,5387
8one5nbpmdhcfjhtwohbjhmzttmr9,0,8one5nbpmdhcfjhtwohbjhmzttmr9,8,8,8,5459
8one5nbpmdhcfjhtwohbjhmzttmr9,1,one5nbpmdhcfjhtwohbjhmzttmr9,one,1,8 1,5459
8one5nbpmdhcfjhtwohbjhmzttmr9,4,5nbpmdhcfjhtwohbjhmzttmr9,5,5,8 1 5,5459
8one5nbpmdhcfjhtwohbjhmzttmr9,15,twohbjhmzttmr9,two,2,8 1 5 2,5459
8one5nbpmdhcfjhtwohbjhmzttmr9,28,9,9,9,8 1 5 2 9,5459
cvcl644eightmzzsqstzjkn,4,644eightmzzsqstzjkn,6,6,6,5548
cvcl644eightmzzsqstzjkn,5,44eightmzzsqstzjkn,4,4,6 4,5548
cvcl644eightmzzsqstzjkn,6,4eightmzzsqstzjkn,4,4,6 4 4,5548
cvcl644eightmzzsqstzjkn,7,eightmzzsqstzjkn,eight,8,6 4 4 8,5548
mxgj1seventwolttplthree,4,1seventwolttplthree,1,1,1,5616
mxgj1seventwolttplthree,5,seventwolttplthree,seven,7,1 7,5616
mxgj1seventwolttplthree,10,twolttplthree,two,2,1 7 2,5616
mxgj1seventwolttplthree,18,three,three,3,1 7 2 3,5616
33nine63twosixrgrrzsgj,0,33nine63twosixrgrrzsgj,3,3,3,5629
33nine63twosixrgrrzsgj,1,3nine63twosixrgrrzsgj,3,3,3 3,5629
33nine63twosixrgrrzsgj,2,nine63twosixrgrrzsgj,nine,9,3 3 9,5629
33nine63twosixrgrrzsgj,6,63twosixrgrrzsgj,6,6,3 3 9 6,5629
33nine63twosixrgrrzsgj,7,3twosixrgrrzsgj,3,3,3 3 9 6 3,5629
33nine63twosixrgrrzsgj,8,twosixrgrrzsgj,two,2,3 3 9 6 3 2,5629
33nine63twosixrgrrzsgj,11,sixrgrrzsgj,six,6,3 3 9 6 3 2 6,5629
seveneight1,0,seveneight1,seven,7,7,5665
seveneight1,5,eight1,eight,8,7 8,5665
seveneight1,10,1,1,1,7 8 1,5665
jqdp16six,4,16six,1,1,1,5736
jqdp16six,5,6six,6,6,1 6,5736
jqdp16six,6,six,six,6,1 6 6,5736
893plhbfvfc2threetwo3,0,893plhbfvfc2threetwo3,8,8,8,5752
893plhbfvfc2threetwo3,1,93plhbfvfc2threetwo3,9,9,8 9,5752
893plhbfvfc2threetwo3,2,3plhbfvfc2threetwo3,3,3,8 9 3,5752
893plhbfvfc2threetwo3,11,2threetwo3,2,2,8 9 3 2,5752
893plhbfvfc2threetwo3,12,threetwo3,three,3,8 9 3 2 3,5752
893plhbfvfc2threetwo3,17,two3,two,2,8 9 3 2 3 2,5752
893plhbfvfc2threetwo3,20,3,3,3,8 9 3 2 3 2 3,5752
6qhfhzsclsmvcpxfjxkl,0,6qhfhzsclsmvcpxfjxkl,6,6,6,5835
two8nine,0,two8nine,two,2,2,5901
two8nine,3,8nine,8,8,2 8,5901
two8nine,4,nine,nine,9,2 8 9,5901
sevenfivetwo1pn,0,sevenfivetwo1pn,seven,7,7,5930
sevenfivetwo1pn,5,fivetwo1pn,five,5,7 5,5930
sevenfivetwo1pn,9,two1pn,two,2,7 5 2,5930
sevenfivetwo1pn,12,1pn,1,1,7 5 2 1,5930
threeone4fkpdk81trqfivepgrvdbd,0,threeone4fkpdk81trqfivepgrvdbd,three,3,3,6001
threeone4fkpdk81trqfivepgrvdbd,5,one4fkpdk81trqfivepgrvdbd,one,1,3 1,6001
threeone4fkpdk81trqfivepgrvdbd,8,4fkpdk81trqfivepgrvdbd,4,4,3 1 4,6001
threeone4fkpdk81trqfivepgrvdbd,14,81trqfivepgrvdbd,8,8,3 1 4 8,6001
threeone4fkpdk81trqfivepgrvdbd,15,1trqfivepgrvdbd,1,1,3 1 4 8 1,6001
threeone4fkpdk81trqfivepgrvdbd,19,fivepgrvdbd,five,5,3 1 4 8 1 5,6001
8rtwofhfthngbnphrsn8fr1mq,0,8rtwofhfthngbnphrsn8fr1mq,8,8,8,6036
8rtwofhfthngbnphrsn8fr1mq,2,twofhfthngbnphrsn8fr1mq,two,2,8 2,6036
8rtwofhfthngbnphrsn8fr1mq,19,8fr1mq,8,8,8 2 8,6036
8rtwofhfthngbnphrsn8fr1mq,22,1mq,1,1,8 2 8 1,6036
235,0,235,2,2,2,6117
235,1,35,3,3,2 3,6117
235,2,5,5,5,2 3 5,6117
pztmvdb9fiveeighthgqvnine6,7,9fiveeighthgqvnine6,9,9,9,6142
pztmvdb9fiveeighthgqvnine6,8,fiveeighthgqvnine6,five,5,9 5,6142
pztmvdb9fiveeighthgqvnine6,12,eighthgqvnine6,eight,8,9 5 8,6142
pztmvdb9fiveeighthgqvnine6,21,nine6,nine,9,9 5 8 9,6142
pztmvdb9fiveeighthgqvnine6,25,6,6,6,9 5 8 9 6,6142
8jqv,0,8jqv,8,8,8,6238
9sevenhcdntl4eight,0,9sevenhcdntl4eight,9,9,9,6326
9sevenhcdntl4eight,1,sevenhcdntl4eight,seven,7,9 7,6326
9sevenhcdntl4eight,12,4eight,4,4,9 7 4,6326
9sevenhcdntl4eight,13,eight,eight,8,9 7 4 8,6326
682onepdphj5,0,682onepdphj5,6,6,6,6424
682onepdphj5,1,82onepdphj5,8,8,6 8,6424
682onepdphj5,2,2onepdphj5,2,2,6 8 2,6424
682onepdphj5,3,onepdphj5,one,1,6 8 2 1,6424
682onepdphj5,11,5,5,5,6 8 2 1 5,6424
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,9,86jkzmlvnzfivethreecbnsevenfive,8,8,8,6489
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,10,6jkzmlvnzfivethreecbnsevenfive,6,6,8 6,6489
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,19,fivethreecbnsevenfive,five,5,8 6 5,6489
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,23,threecbnsevenfive,three,3,8 6 5 3,6489
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,31,sevenfive,seven,7,8 6 5 3 7,6489
fstfvxrxt86jkzmlvnzfivethreecbnsevenfive,36,five,five,5,8 6 5 3 7 5,6489
eightfive4ninenine3ktndjdhb4,0,eightfive4ninenine3ktndjdhb4,eight,8,8,6574
eightfive4ninenine3ktndjdhb4,5,five4ninenine3ktndjdhb4,five,5,8 5,6574
eightfive4ninenine3ktndjdhb4,9,4ninenine3ktndjdhb4,4,4,8 5 4,6574
eightfive4ninenine3ktndjdhb4,10,ninenine3ktndjdhb4,nine,9,8 5 4 9,6574
eightfive4ninenine3ktndjdhb4,14,nine3ktndjdhb4,nine,9,8 5 4 9 9,6574
eightfive4ninenine3ktndjdhb4,18,3ktndjdhb4,3,3,8 5 4 9 9 3,6574
eightfive4ninenine3ktndjdhb4,27,4,4,4,8 5 4 9 9 3 4,6574
7twoflphhdcs,0,7twoflphhdcs,7,7,7,6658
7twoflphhdcs,1,twoflphhdcs,two,2,7 2,6658
9thvn912mdcpfn8,0,9thvn912mdcpfn8,9,9,9,6730
9thvn912mdcpfn8,5,912mdcpfn8,9,9,9 9,6730
9thvn912mdcpfn8,6,12mdcpfn8,1,1,9 9 1,6730
9thvn912mdcpfn8,7,2mdcpfn8,2,2,9 9 1 2,6730
9thvn912mdcpfn8,14,8,8,8,9 9 1 2 8,6730
pxfvghsvtxsevenfivesevenninecck7onenine,10,sevenfivesevenninecck7onenine,seven,7,7,6828
pxfvghsvtxsevenfivesevenninecck7onenine,15,fivesevenninecck7onenine,five,5,7 5,6828
pxfvghsvtxsevenfivesevenninecck7onenine,19,sevenninecck7onenine,seven,7,7 5 7,6828
pxfvghsvtxsevenfivesevenninecck7onenine,24,ninecck7onenine,nine,9,7 5 7 9,6828
pxfvghsvtxsevenfivesevenninecck7onenine,31,7onenine,7,7,7 5 7 9 7,6828
pxfvghsvtxsevenfivesevenninecck7onenine,32,onenine,one,1,7 5 7 9 7 1,6828
pxfvghsvtxsevenfivesevenninecck7onenine,35,nine,nine,9,7 5 7 9 7 1 9,6828
sixvd2xmnxrtvfhcng,0,sixvd2xmnxrtvfhcng,six,6,6,6907
sixvd2xmnxrtvfhcng,5,2xmnxrtvfhcng,2,2,6 2,6907
fiveoneseven96eighttwo,0,fiveoneseven96eighttwo,five,5,5,6969
fiveoneseven96eighttwo,4,oneseven96eighttwo,one,1,5 1,6969
fiveoneseven96eighttwo,7,seven96eighttwo,seven,7,5 1 7,6969
fiveoneseven96eighttwo,12,96eighttwo,9,9,5 1 7 9,6969
fiveoneseven96eighttwo,13,6eighttwo,6,6,5 1 7 9 6,6969
fiveoneseven96eighttwo,14,eighttwo,eight,8,5 1 7 9 6 8,6969
fiveoneseven96eighttwo,19,two,two,2,5 1 7 9 6 8 2,6969
eighttwo6fourgggthreefzpbxmq,0,eighttwo6fourgggthreefzpbxmq,eight,8,8,7021
eighttwo6fourgggthreefzpbxmq,5,two6fourgggthreefzpbxmq,two,2,8 2,7021
eighttwo6fourgggthreefzpbxmq,8,6fourgggthreefzpbxmq,6,6,8 2 6,7021
eighttwo6fourgggthreefzpbxmq,9,fourgggthreefzpbxmq,four,4,8 2 6 4,7021
eighttwo6fourgggthreefzpbxmq,16,threefzpbxmq,three,3,8 2 6 4 3,7021
9zlkfnbfb,0,9zlkfnbfb,9,9,9,7104
nhmssnx2,7,2,2,2,2,7203
oneeighteightfive5mlzbnxlgthree7nzkhl,0,oneeighteightfive5mlzbnxlgthree7nzkhl,one,1,1,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,3,eighteightfive5mlzbnxlgthree7nzkhl,eight,8,1 8,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,8,eightfive5mlzbnxlgthree7nzkhl,eight,8,1 8 8,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,13,five5mlzbnxlgthree7nzkhl,five,5,1 8 8 5,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,17,5mlzbnxlgthree7nzkhl,5,5,1 8 8 5 5,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,26,three7nzkhl,three,3,1 8 8 5 5 3,7225
oneeighteightfive5mlzbnxlgthree7nzkhl,31,7nzkhl,7,7,1 8 8 5 5 3 7,7225
rqrxzkpmglsixvmvrcgtlptkz9grhvhstknq,10,sixvmvrcgtlptkz9grhvhstknq,six,6,6,7242
rqrxzkpmglsixvmvrcgtlptkz9grhvhstknq,25,9grhvhstknq,9,9,6 9,7242
three12five44onevglccksrpgxkc,0,three12five44onevglccksrpgxkc,three,3,3,7311
three12five44onevglccksrpgxkc,5,12five44onevglccksrpgxkc,1,1,3 1,7311
three12five44onevglccksrpgxkc,6,2five44onevglccksrpgxkc,2,2,3 1 2,7311
three12five44onevglccksrpgxkc,7,five44onevglccksrpgxkc,five,5,3 1 2 5,7311
three12five44onevglccksrpgxkc,11,44onevglccksrpgxkc,4,4,3 1 2 5 4,7311
three12five44onevglccksrpgxkc,12,4onevglccksrpgxkc,4,4,3 1 2 5 4 4,7311
three12five44onevglccksrpgxkc,13,onevglccksrpgxkc,one,1,3 1 2 5 4 4 1,7311
3oneseven4mjtwofour,0,3oneseven4mjtwofour,3,3,3,7342
3oneseven4mjtwofour,1,oneseven4mjtwofour,one,1,3 1,7342
3oneseven4mjtwofour,4,seven4mjtwofour,seven,7,3 1 7,7342
3oneseven4mjtwofour,9,4mjtwofour,4,4,3 1 7 4,7342
3oneseven4mjtwofour,12,twofour,two,2,3 1 7 4 2,7342
3oneseven4mjtwofour,15,four,four,4,3 1 7 4 2 4,7342
fmcmjgvbfonesix3ninemninefivethree,9,onesix3ninemninefivethree,one,1,1,7376
fmcmjgvbfonesix3ninemninefivethree,12,six3ninemninefivethree,six,6,1 6,7376
fmcmjgvbfonesix3ninemninefivethree,15,3ninemninefivethree,3,3,1 6 3,7376
fmcmjgvbfonesix3ninemninefivethree,16,ninemninefivethree,nine,9,1 6 3 9,7376
fmcmjgvbfonesix3ninemninefivethree,21,ninefivethree,nine,9,1 6 3 9 9,7376
fmcmjgvbfonesix3ninemninefivethree,25,fivethree,five,5,1 6 3 9 9 5,7376
fmcmjgvbfonesix3ninemninefivethree,29,three,three,3,1 6 3 9 9 5 3,7376
sixvlvxxtwo77,0,sixvlvxxtwo77,six,6,6,7389
sixvlvxxtwo77,8,two77,two,2,6 2,7389
sixvlvxxtwo77,11,77,7,7,6 2 7,7389
sixvlvxxtwo77,12,7,7,7,6 2 7 7,7389
fivefour4,0,fivefour4,five,5,5,7456
fivefour4,4,four4,four,4,5 4,7456
fivefour4,8,4,4,4,5 4 4,7456
51six,0,51six,5,5,5,7510
51six,1,1six,1,1,5 1,7510
51six,2,six,six,6,5 1 6,7510
37lrmmfmjjn8six,0,37lrmmfmjjn8six,3,3,3,7566
37lrmmfmjjn8six,1,7lrmmfmjjn8six,7,7,3 7,7566
37lrmmfmjjn8six,11,8six,8,8,3 7 8,7566
37lrmmfmjjn8six,12,six,six,6,3 7 8 6,7566
twozzfcz3nineslvv8one,0,twozzfcz3nineslvv8one,two,2,2,7602
twozzfcz3nineslvv8one,8,3nineslvv8one,3,3,2 3,7602
twozzfcz3nineslvv8one,9,nineslvv8one,nine,9,2 3 9,7602
twozzfcz3nineslvv8one,17,8one,8,8,2 3 9 8,7602
twozzfcz3nineslvv8one,18,one,one,1,2 3 9 8 1,7602
1fourninesix6sixmjngkmsntrnvmtwonehrn,0,1fourninesix6sixmjngkmsntrnvmtwonehrn,1,1,1,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,1,fourninesix6sixmjngkmsntrnvmtwonehrn,four,4,1 4,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,5,ninesix6sixmjngkmsntrnvmtwonehrn,nine,9,1 4 9,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,9,six6sixmjngkmsntrnvmtwonehrn,six,6,1 4 9 6,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,12,6sixmjngkmsntrnvmtwonehrn,6,6,1 4 9 6 6,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,13,sixmjngkmsntrnvmtwonehrn,six,6,1 4 9 6 6 6,7623
1fourninesix6sixmjngkmsntrnvmtwonehrn,29,twonehrn,two,2,1 4 9 6 6 6 2,7623
oneeight3four12hqnjxlfxtg1,0,oneeight3four12hqnjxlfxtg1,one,1,1,7635
oneeight3four12hqnjxlfxtg1,3,eight3four12hqnjxlfxtg1,eight,8,1 8,7635
oneeight3four12hqnjxlfxtg1,8,3four12hqnjxlfxtg1,3,3,1 8 3,7635
oneeight3four12hqnjxlfxtg1,9,four12hqnjxlfxtg1,four,4,1 8 3 4,7635
oneeight3four12hqnjxlfxtg1,13,12hqnjxlfxtg1,1,1,1 8 3 4 1,7635
oneeight3four12hqnjxlfxtg1,14,2hqnjxlfxtg1,2,2,1 8 3 4 1 2,7635
oneeight3four12hqnjxlfxtg1,25,1,1,1,1 8 3 4 1 2 1,7635
9dlqkqgbsvxqnrk,0,9dlqkqgbsvxqnrk,9,9,9,7646
1cxfptmfnschgkdl,0,1cxfptmfnschgkdl,1,1,1,7745
threefccrrscjcg194,0,threefccrrscjcg194,three,3,3,7756
threefccrrscjcg194,15,194,1,1,3 1,7756
threefccrrscjcg194,16,94,9,9,3 1 9,7756
threefccrrscjcg194,17,4,4,4,3 1 9 4,7756
seven65kn34five9,0,seven65kn34five9,seven,7,7,7790
seven65kn34five9,5,65kn34five9,6,6,7 6,7790
seven65kn34five9,6,5kn34five9,5,5,7 6 5,7790
seven65kn34five9,9,34five9,3,3,7 6 5 3,7790
seven65kn34five9,10,4five9,4,4,7 6 5 3 4,7790
seven65kn34five9,11,five9,five,5,7 6 5 3 4 5,7790
seven65kn34five9,15,9,9,9,7 6 5 3 4 5 9,7790
2lrnxvs1,0,2lrnxvs1,2,2,2,7869
2lrnxvs1,7,1,1,1,2 1,7869
nine91bqvl2six8five,0,nine91bqvl2six8five,nine,9,9,7890
nine91bqvl2six8five,4,91bqvl2six8five,9,9,9 9,7890
nine91bqvl2six8five,5,1bqvl2six8five,1,1,9 9 1,7890
nine91bqvl2six8five,10,2six8five,2,2,9 9 1 2,7890
nine91bqvl2six8five,11,six8five,six,6,9 9 1 2 6,7890
nine91bqvl2six8five,14,8five,8,8,9 9 1 2 6 8,7890
nine91bqvl2six8five,15,five,five,5,9 9 1 2 6 8 5,7890
twoeight9xkmmgkmkhx,0,twoeight9xkmmgkmkhx,two,2,2,7985
twoeight9xkmmgkmkhx,3,eight9xkmmgkmkhx,eight,8,2 8,7985
twoeight9xkmmgkmkhx,8,9xkmmgkmkhx,9,9,2 8 9,7985
rpspvmxkfqtknqpbvcmb9zrqvkzgszbkcone21,20,9zrqvkzgszbkcone21,9,9,9,8014
rpspvmxkfqtknqpbvcmb9zrqvkzgszbkcone21,33,one21,one,1,9 1,8014
rpspvmxkfqtknqpbvcmb9zrqvkzgszbkcone21,36,21,2,2,9 1 2,8014
rpspvmxkfqtknqpbvcmb9zrqvkzgszbkcone21,37,1,1,1,9 1 2 1,8014
5oneklx3,0,5oneklx3,5,5,5,8105
5oneklx3,1,oneklx3,one,1,5 1,8105
5oneklx3,7,3,3,3,5 1 3,8105
fkjsjg5seven75gjkh3,6,5seven75gjkh3,5,5,5,8158
fkjsjg5seven75gjkh3,7,seven75gjkh3,seven,7,5 7,8158
fkjsjg5seven75gjkh3,12,75gjkh3,7,7,5 7 7,8158
fkjsjg5seven75gjkh3,13,5gjkh3,5,5,5 7 7 5,8158
